id,oracleId,label,projectName,packageName,className,javadocTag,methodJavadoc,methodSourceCode,classJavadoc,oracleSoFar,token,tokenClass,tokenInfo,notes
,1,FALSE,commons-collections4-4.1,org.apache.commons.collections4,Equator,@return whether the two objects are equal.,"/**
     * Evaluates the two arguments for their equality.
     * For the sake of illustration: This is a ""stringValue""
     * and this is a number: 42.
     *
     * @param o1 the first object to be equated.
     * @param o2 the second object to be equated.
     * @return whether the two objects are equal.
     */","boolean equate(T o1, T o2);","/**
 * An equation function, which determines equality between objects of type T.
 * <p>
 * It is the functional sibling of {@link java.util.Comparator}; {@link Equator} is to
 * {@link Object} as {@link java.util.Comparator} is to {@link java.lang.Comparable}.
 * </p>
 *
 * @param <T> the types of object this {@link Equator} can evaluate.
 * @since 4.0
 */",((o1==null)==false) &&,this,This,[Equator; org.apache.commons.collections4],
,1,FALSE,commons-collections4-4.1,org.apache.commons.collections4,Equator,@return whether the two objects are equal.,"/**
     * Evaluates the two arguments for their equality.
     * For the sake of illustration: This is a ""stringValue""
     * and this is a number: 42.
     *
     * @param o1 the first object to be equated.
     * @param o2 the second object to be equated.
     * @return whether the two objects are equal.
     */","boolean equate(T o1, T o2);","/**
 * An equation function, which determines equality between objects of type T.
 * <p>
 * It is the functional sibling of {@link java.util.Comparator}; {@link Equator} is to
 * {@link Object} as {@link java.util.Comparator} is to {@link java.lang.Comparable}.
 * </p>
 *
 * @param <T> the types of object this {@link Equator} can evaluate.
 * @since 4.0
 */",((o1==null)==false) &&,o1,MethodArgument,[Object; java.lang],
,1,FALSE,commons-collections4-4.1,org.apache.commons.collections4,Equator,@return whether the two objects are equal.,"/**
     * Evaluates the two arguments for their equality.
     * For the sake of illustration: This is a ""stringValue""
     * and this is a number: 42.
     *
     * @param o1 the first object to be equated.
     * @param o2 the second object to be equated.
     * @return whether the two objects are equal.
     */","boolean equate(T o1, T o2);","/**
 * An equation function, which determines equality between objects of type T.
 * <p>
 * It is the functional sibling of {@link java.util.Comparator}; {@link Equator} is to
 * {@link Object} as {@link java.util.Comparator} is to {@link java.lang.Comparable}.
 * </p>
 *
 * @param <T> the types of object this {@link Equator} can evaluate.
 * @since 4.0
 */",((o1==null)==false) &&,o2,MethodArgument,[Object; java.lang],
,1,FALSE,commons-collections4-4.1,org.apache.commons.collections4,Equator,@return whether the two objects are equal.,"/**
     * Evaluates the two arguments for their equality.
     * For the sake of illustration: This is a ""stringValue""
     * and this is a number: 42.
     *
     * @param o1 the first object to be equated.
     * @param o2 the second object to be equated.
     * @return whether the two objects are equal.
     */","boolean equate(T o1, T o2);","/**
 * An equation function, which determines equality between objects of type T.
 * <p>
 * It is the functional sibling of {@link java.util.Comparator}; {@link Equator} is to
 * {@link Object} as {@link java.util.Comparator} is to {@link java.lang.Comparable}.
 * </p>
 *
 * @param <T> the types of object this {@link Equator} can evaluate.
 * @since 4.0
 */",((o1==null)==false) &&,AbstractBagDecorator,Class,[AbstractBagDecorator; org.apache.commons.collections4.bag],
,1,FALSE,commons-collections4-4.1,org.apache.commons.collections4,Equator,@return whether the two objects are equal.,"/**
     * Evaluates the two arguments for their equality.
     * For the sake of illustration: This is a ""stringValue""
     * and this is a number: 42.
     *
     * @param o1 the first object to be equated.
     * @param o2 the second object to be equated.
     * @return whether the two objects are equal.
     */","boolean equate(T o1, T o2);","/**
 * An equation function, which determines equality between objects of type T.
 * <p>
 * It is the functional sibling of {@link java.util.Comparator}; {@link Equator} is to
 * {@link Object} as {@link java.util.Comparator} is to {@link java.lang.Comparable}.
 * </p>
 *
 * @param <T> the types of object this {@link Equator} can evaluate.
 * @since 4.0
 */",((o1==null)==false) &&,...,...,...,
,1,FALSE,commons-collections4-4.1,org.apache.commons.collections4,Equator,@return whether the two objects are equal.,"/**
     * Evaluates the two arguments for their equality.
     * For the sake of illustration: This is a ""stringValue""
     * and this is a number: 42.
     *
     * @param o1 the first object to be equated.
     * @param o2 the second object to be equated.
     * @return whether the two objects are equal.
     */","boolean equate(T o1, T o2);","/**
 * An equation function, which determines equality between objects of type T.
 * <p>
 * It is the functional sibling of {@link java.util.Comparator}; {@link Equator} is to
 * {@link Object} as {@link java.util.Comparator} is to {@link java.lang.Comparable}.
 * </p>
 *
 * @param <T> the types of object this {@link Equator} can evaluate.
 * @since 4.0
 */",((o1==null)==false) &&,Unmodifiable,Class,[Unmodifiable; org.apache.commons.collections4],
,1,TRUE,commons-collections4-4.1,org.apache.commons.collections4,Equator,@return whether the two objects are equal.,"/**
     * Evaluates the two arguments for their equality.
     * For the sake of illustration: This is a ""stringValue""
     * and this is a number: 42.
     *
     * @param o1 the first object to be equated.
     * @param o2 the second object to be equated.
     * @return whether the two objects are equal.
     */","boolean equate(T o1, T o2);","/**
 * An equation function, which determines equality between objects of type T.
 * <p>
 * It is the functional sibling of {@link java.util.Comparator}; {@link Equator} is to
 * {@link Object} as {@link java.util.Comparator} is to {@link java.lang.Comparable}.
 * </p>
 *
 * @param <T> the types of object this {@link Equator} can evaluate.
 * @since 4.0
 */",((o1==null)==false) && (,o1,MethodArgument,[Object; java.lang],
,1,FALSE,commons-collections4-4.1,org.apache.commons.collections4,Equator,@return whether the two objects are equal.,"/**
     * Evaluates the two arguments for their equality.
     * For the sake of illustration: This is a ""stringValue""
     * and this is a number: 42.
     *
     * @param o1 the first object to be equated.
     * @param o2 the second object to be equated.
     * @return whether the two objects are equal.
     */","boolean equate(T o1, T o2);","/**
 * An equation function, which determines equality between objects of type T.
 * <p>
 * It is the functional sibling of {@link java.util.Comparator}; {@link Equator} is to
 * {@link Object} as {@link java.util.Comparator} is to {@link java.lang.Comparable}.
 * </p>
 *
 * @param <T> the types of object this {@link Equator} can evaluate.
 * @since 4.0
 */",((o1==null)==false) && (,(,OpeningParenthesis,,
,1,FALSE,commons-collections4-4.1,org.apache.commons.collections4,Equator,@return whether the two objects are equal.,"/**
     * Evaluates the two arguments for their equality.
     * For the sake of illustration: This is a ""stringValue""
     * and this is a number: 42.
     *
     * @param o1 the first object to be equated.
     * @param o2 the second object to be equated.
     * @return whether the two objects are equal.
     */","boolean equate(T o1, T o2);","/**
 * An equation function, which determines equality between objects of type T.
 * <p>
 * It is the functional sibling of {@link java.util.Comparator}; {@link Equator} is to
 * {@link Object} as {@link java.util.Comparator} is to {@link java.lang.Comparable}.
 * </p>
 *
 * @param <T> the types of object this {@link Equator} can evaluate.
 * @since 4.0
 */",((o1==null)==false) && (,Arrays,ArraysClass,,
,1,FALSE,commons-collections4-4.1,org.apache.commons.collections4,Equator,@return whether the two objects are equal.,"/**
     * Evaluates the two arguments for their equality.
     * For the sake of illustration: This is a ""stringValue""
     * and this is a number: 42.
     *
     * @param o1 the first object to be equated.
     * @param o2 the second object to be equated.
     * @return whether the two objects are equal.
     */","boolean equate(T o1, T o2);","/**
 * An equation function, which determines equality between objects of type T.
 * <p>
 * It is the functional sibling of {@link java.util.Comparator}; {@link Equator} is to
 * {@link Object} as {@link java.util.Comparator} is to {@link java.lang.Comparable}.
 * </p>
 *
 * @param <T> the types of object this {@link Equator} can evaluate.
 * @since 4.0
 */",((o1==null)==false) && (,this,This,[Equator; org.apache.commons.collections4],
,1,FALSE,commons-collections4-4.1,org.apache.commons.collections4,Equator,@return whether the two objects are equal.,"/**
     * Evaluates the two arguments for their equality.
     * For the sake of illustration: This is a ""stringValue""
     * and this is a number: 42.
     *
     * @param o1 the first object to be equated.
     * @param o2 the second object to be equated.
     * @return whether the two objects are equal.
     */","boolean equate(T o1, T o2);","/**
 * An equation function, which determines equality between objects of type T.
 * <p>
 * It is the functional sibling of {@link java.util.Comparator}; {@link Equator} is to
 * {@link Object} as {@link java.util.Comparator} is to {@link java.lang.Comparable}.
 * </p>
 *
 * @param <T> the types of object this {@link Equator} can evaluate.
 * @since 4.0
 */",((o1==null)==false) && (,o2,MethodArgument,[Object; java.lang],
,1,FALSE,commons-collections4-4.1,org.apache.commons.collections4,Equator,@return whether the two objects are equal.,"/**
     * Evaluates the two arguments for their equality.
     * For the sake of illustration: This is a ""stringValue""
     * and this is a number: 42.
     *
     * @param o1 the first object to be equated.
     * @param o2 the second object to be equated.
     * @return whether the two objects are equal.
     */","boolean equate(T o1, T o2);","/**
 * An equation function, which determines equality between objects of type T.
 * <p>
 * It is the functional sibling of {@link java.util.Comparator}; {@link Equator} is to
 * {@link Object} as {@link java.util.Comparator} is to {@link java.lang.Comparable}.
 * </p>
 *
 * @param <T> the types of object this {@link Equator} can evaluate.
 * @since 4.0
 */",((o1==null)==false) && (,AbstractBagDecorator,Class,[AbstractBagDecorator; org.apache.commons.collections4.bag],
,1,FALSE,commons-collections4-4.1,org.apache.commons.collections4,Equator,@return whether the two objects are equal.,"/**
     * Evaluates the two arguments for their equality.
     * For the sake of illustration: This is a ""stringValue""
     * and this is a number: 42.
     *
     * @param o1 the first object to be equated.
     * @param o2 the second object to be equated.
     * @return whether the two objects are equal.
     */","boolean equate(T o1, T o2);","/**
 * An equation function, which determines equality between objects of type T.
 * <p>
 * It is the functional sibling of {@link java.util.Comparator}; {@link Equator} is to
 * {@link Object} as {@link java.util.Comparator} is to {@link java.lang.Comparable}.
 * </p>
 *
 * @param <T> the types of object this {@link Equator} can evaluate.
 * @since 4.0
 */",((o1==null)==false) && (,...,...,...,
,1,FALSE,commons-collections4-4.1,org.apache.commons.collections4,Equator,@return whether the two objects are equal.,"/**
     * Evaluates the two arguments for their equality.
     * For the sake of illustration: This is a ""stringValue""
     * and this is a number: 42.
     *
     * @param o1 the first object to be equated.
     * @param o2 the second object to be equated.
     * @return whether the two objects are equal.
     */","boolean equate(T o1, T o2);","/**
 * An equation function, which determines equality between objects of type T.
 * <p>
 * It is the functional sibling of {@link java.util.Comparator}; {@link Equator} is to
 * {@link Object} as {@link java.util.Comparator} is to {@link java.lang.Comparable}.
 * </p>
 *
 * @param <T> the types of object this {@link Equator} can evaluate.
 * @since 4.0
 */",((o1==null)==false) && (,Unmodifiable,Class,[Unmodifiable; org.apache.commons.collections4],
,1,TRUE,commons-collections4-4.1,org.apache.commons.collections4,Equator,@return whether the two objects are equal.,"/**
     * Evaluates the two arguments for their equality.
     * For the sake of illustration: This is a ""stringValue""
     * and this is a number: 42.
     *
     * @param o1 the first object to be equated.
     * @param o2 the second object to be equated.
     * @return whether the two objects are equal.
     */","boolean equate(T o1, T o2);","/**
 * An equation function, which determines equality between objects of type T.
 * <p>
 * It is the functional sibling of {@link java.util.Comparator}; {@link Equator} is to
 * {@link Object} as {@link java.util.Comparator} is to {@link java.lang.Comparable}.
 * </p>
 *
 * @param <T> the types of object this {@link Equator} can evaluate.
 * @since 4.0
 */",((o1==null)==false) && (o1,.,Period,,
,1,FALSE,commons-collections4-4.1,org.apache.commons.collections4,Equator,@return whether the two objects are equal.,"/**
     * Evaluates the two arguments for their equality.
     * For the sake of illustration: This is a ""stringValue""
     * and this is a number: 42.
     *
     * @param o1 the first object to be equated.
     * @param o2 the second object to be equated.
     * @return whether the two objects are equal.
     */","boolean equate(T o1, T o2);","/**
 * An equation function, which determines equality between objects of type T.
 * <p>
 * It is the functional sibling of {@link java.util.Comparator}; {@link Equator} is to
 * {@link Object} as {@link java.util.Comparator} is to {@link java.lang.Comparable}.
 * </p>
 *
 * @param <T> the types of object this {@link Equator} can evaluate.
 * @since 4.0
 */",((o1==null)==false) && (o1,#ERROR!,EqIneqOperator,,
,1,FALSE,commons-collections4-4.1,org.apache.commons.collections4,Equator,@return whether the two objects are equal.,"/**
     * Evaluates the two arguments for their equality.
     * For the sake of illustration: This is a ""stringValue""
     * and this is a number: 42.
     *
     * @param o1 the first object to be equated.
     * @param o2 the second object to be equated.
     * @return whether the two objects are equal.
     */","boolean equate(T o1, T o2);","/**
 * An equation function, which determines equality between objects of type T.
 * <p>
 * It is the functional sibling of {@link java.util.Comparator}; {@link Equator} is to
 * {@link Object} as {@link java.util.Comparator} is to {@link java.lang.Comparable}.
 * </p>
 *
 * @param <T> the types of object this {@link Equator} can evaluate.
 * @since 4.0
 */",((o1==null)==false) && (o1,!=,EqIneqOperator,,
,1,FALSE,commons-collections4-4.1,org.apache.commons.collections4,Equator,@return whether the two objects are equal.,"/**
     * Evaluates the two arguments for their equality.
     * For the sake of illustration: This is a ""stringValue""
     * and this is a number: 42.
     *
     * @param o1 the first object to be equated.
     * @param o2 the second object to be equated.
     * @return whether the two objects are equal.
     */","boolean equate(T o1, T o2);","/**
 * An equation function, which determines equality between objects of type T.
 * <p>
 * It is the functional sibling of {@link java.util.Comparator}; {@link Equator} is to
 * {@link Object} as {@link java.util.Comparator} is to {@link java.lang.Comparable}.
 * </p>
 *
 * @param <T> the types of object this {@link Equator} can evaluate.
 * @since 4.0
 */",((o1==null)==false) && (o1,instanceof,InstanceOfOperator,,
,1,TRUE,commons-collections4-4.1,org.apache.commons.collections4,Equator,@return whether the two objects are equal.,"/**
     * Evaluates the two arguments for their equality.
     * For the sake of illustration: This is a ""stringValue""
     * and this is a number: 42.
     *
     * @param o1 the first object to be equated.
     * @param o2 the second object to be equated.
     * @return whether the two objects are equal.
     */","boolean equate(T o1, T o2);","/**
 * An equation function, which determines equality between objects of type T.
 * <p>
 * It is the functional sibling of {@link java.util.Comparator}; {@link Equator} is to
 * {@link Object} as {@link java.util.Comparator} is to {@link java.lang.Comparable}.
 * </p>
 *
 * @param <T> the types of object this {@link Equator} can evaluate.
 * @since 4.0
 */",((o1==null)==false) && (o1.,equals,MethodName,[Object; java.lang; public boolean equals(Object obj)],"Several notes:
1. At this point, the possible tokens are all non-private non-static non-void methods and non-private non-static attributes of the class whose type is the same as o1, i.e., Object. We can obtain these tokens by filtering to only those that comply with these resctrictions from the first dataset.
2. In the tokenInfo field, we need to save additional information, not only the class name and the package. I suggest saving the whole method signature or field declaration, like in the first dataset. This may help the ML model learn better."
,1,FALSE,commons-collections4-4.1,org.apache.commons.collections4,Equator,@return whether the two objects are equal.,"/**
     * Evaluates the two arguments for their equality.
     * For the sake of illustration: This is a ""stringValue""
     * and this is a number: 42.
     *
     * @param o1 the first object to be equated.
     * @param o2 the second object to be equated.
     * @return whether the two objects are equal.
     */","boolean equate(T o1, T o2);","/**
 * An equation function, which determines equality between objects of type T.
 * <p>
 * It is the functional sibling of {@link java.util.Comparator}; {@link Equator} is to
 * {@link Object} as {@link java.util.Comparator} is to {@link java.lang.Comparable}.
 * </p>
 *
 * @param <T> the types of object this {@link Equator} can evaluate.
 * @since 4.0
 */",((o1==null)==false) && (o1.,getClass,MethodName,[Object; java.lang; public final native Class<?> getClass()],
,1,FALSE,commons-collections4-4.1,org.apache.commons.collections4,Equator,@return whether the two objects are equal.,"/**
     * Evaluates the two arguments for their equality.
     * For the sake of illustration: This is a ""stringValue""
     * and this is a number: 42.
     *
     * @param o1 the first object to be equated.
     * @param o2 the second object to be equated.
     * @return whether the two objects are equal.
     */","boolean equate(T o1, T o2);","/**
 * An equation function, which determines equality between objects of type T.
 * <p>
 * It is the functional sibling of {@link java.util.Comparator}; {@link Equator} is to
 * {@link Object} as {@link java.util.Comparator} is to {@link java.lang.Comparable}.
 * </p>
 *
 * @param <T> the types of object this {@link Equator} can evaluate.
 * @since 4.0
 */",((o1==null)==false) && (o1.,toString,MethodName,[Object; java.lang; public String toString()],
,1,FALSE,commons-collections4-4.1,org.apache.commons.collections4,Equator,@return whether the two objects are equal.,"/**
     * Evaluates the two arguments for their equality.
     * For the sake of illustration: This is a ""stringValue""
     * and this is a number: 42.
     *
     * @param o1 the first object to be equated.
     * @param o2 the second object to be equated.
     * @return whether the two objects are equal.
     */","boolean equate(T o1, T o2);","/**
 * An equation function, which determines equality between objects of type T.
 * <p>
 * It is the functional sibling of {@link java.util.Comparator}; {@link Equator} is to
 * {@link Object} as {@link java.util.Comparator} is to {@link java.lang.Comparable}.
 * </p>
 *
 * @param <T> the types of object this {@link Equator} can evaluate.
 * @since 4.0
 */",((o1==null)==false) && (o1.,hashCode,MethodName,[Object; java.lang; public native int hashCode()],
,1,TRUE,commons-collections4-4.1,org.apache.commons.collections4,Equator,@return whether the two objects are equal.,"/**
     * Evaluates the two arguments for their equality.
     * For the sake of illustration: This is a ""stringValue""
     * and this is a number: 42.
     *
     * @param o1 the first object to be equated.
     * @param o2 the second object to be equated.
     * @return whether the two objects are equal.
     */","boolean equate(T o1, T o2);","/**
 * An equation function, which determines equality between objects of type T.
 * <p>
 * It is the functional sibling of {@link java.util.Comparator}; {@link Equator} is to
 * {@link Object} as {@link java.util.Comparator} is to {@link java.lang.Comparable}.
 * </p>
 *
 * @param <T> the types of object this {@link Equator} can evaluate.
 * @since 4.0
 */",((o1==null)==false) && (o1.equals,(,OpeningParenthesis,,"According to the grammar, more tokens are possible, e.g., a period, a relational operator, etc., but since we know that ""equals"" is the name of a method, the next token must necessarily be an opening parenthesis"
,1,TRUE,commons-collections4-4.1,org.apache.commons.collections4,Equator,@return whether the two objects are equal.,"/**
     * Evaluates the two arguments for their equality.
     * For the sake of illustration: This is a ""stringValue""
     * and this is a number: 42.
     *
     * @param o1 the first object to be equated.
     * @param o2 the second object to be equated.
     * @return whether the two objects are equal.
     */","boolean equate(T o1, T o2);","/**
 * An equation function, which determines equality between objects of type T.
 * <p>
 * It is the functional sibling of {@link java.util.Comparator}; {@link Equator} is to
 * {@link Object} as {@link java.util.Comparator} is to {@link java.lang.Comparable}.
 * </p>
 *
 * @param <T> the types of object this {@link Equator} can evaluate.
 * @since 4.0
 */",((o1==null)==false) && (o1.equals(,o2,MethodArgument,,"According to the Xtext grammar, method arguments can be not only VarOrClassWithModifiers, but also literal values (e.g., strings and integers) or classes followed by the "".class"" suffix. However, in this case, these are not allowed because the ""equals"" method must take as input an object of type Object"
,1,FALSE,commons-collections4-4.1,org.apache.commons.collections4,Equator,@return whether the two objects are equal.,"/**
     * Evaluates the two arguments for their equality.
     * For the sake of illustration: This is a ""stringValue""
     * and this is a number: 42.
     *
     * @param o1 the first object to be equated.
     * @param o2 the second object to be equated.
     * @return whether the two objects are equal.
     */","boolean equate(T o1, T o2);","/**
 * An equation function, which determines equality between objects of type T.
 * <p>
 * It is the functional sibling of {@link java.util.Comparator}; {@link Equator} is to
 * {@link Object} as {@link java.util.Comparator} is to {@link java.lang.Comparable}.
 * </p>
 *
 * @param <T> the types of object this {@link Equator} can evaluate.
 * @since 4.0
 */",((o1==null)==false) && (o1.equals(,this,This,[Equator; org.apache.commons.collections4],"Even though ""this"" is not of type Object, it could be followed by field accesses or method calls that do return an Object"
,1,FALSE,commons-collections4-4.1,org.apache.commons.collections4,Equator,@return whether the two objects are equal.,"/**
     * Evaluates the two arguments for their equality.
     * For the sake of illustration: This is a ""stringValue""
     * and this is a number: 42.
     *
     * @param o1 the first object to be equated.
     * @param o2 the second object to be equated.
     * @return whether the two objects are equal.
     */","boolean equate(T o1, T o2);","/**
 * An equation function, which determines equality between objects of type T.
 * <p>
 * It is the functional sibling of {@link java.util.Comparator}; {@link Equator} is to
 * {@link Object} as {@link java.util.Comparator} is to {@link java.lang.Comparable}.
 * </p>
 *
 * @param <T> the types of object this {@link Equator} can evaluate.
 * @since 4.0
 */",((o1==null)==false) && (o1.equals(,o1,MethodArgument,[Object; java.lang],
,1,FALSE,commons-collections4-4.1,org.apache.commons.collections4,Equator,@return whether the two objects are equal.,"/**
     * Evaluates the two arguments for their equality.
     * For the sake of illustration: This is a ""stringValue""
     * and this is a number: 42.
     *
     * @param o1 the first object to be equated.
     * @param o2 the second object to be equated.
     * @return whether the two objects are equal.
     */","boolean equate(T o1, T o2);","/**
 * An equation function, which determines equality between objects of type T.
 * <p>
 * It is the functional sibling of {@link java.util.Comparator}; {@link Equator} is to
 * {@link Object} as {@link java.util.Comparator} is to {@link java.lang.Comparable}.
 * </p>
 *
 * @param <T> the types of object this {@link Equator} can evaluate.
 * @since 4.0
 */",((o1==null)==false) && (o1.equals(,AbstractBagDecorator,Class,[AbstractBagDecorator; org.apache.commons.collections4.bag],
,1,FALSE,commons-collections4-4.1,org.apache.commons.collections4,Equator,@return whether the two objects are equal.,"/**
     * Evaluates the two arguments for their equality.
     * For the sake of illustration: This is a ""stringValue""
     * and this is a number: 42.
     *
     * @param o1 the first object to be equated.
     * @param o2 the second object to be equated.
     * @return whether the two objects are equal.
     */","boolean equate(T o1, T o2);","/**
 * An equation function, which determines equality between objects of type T.
 * <p>
 * It is the functional sibling of {@link java.util.Comparator}; {@link Equator} is to
 * {@link Object} as {@link java.util.Comparator} is to {@link java.lang.Comparable}.
 * </p>
 *
 * @param <T> the types of object this {@link Equator} can evaluate.
 * @since 4.0
 */",((o1==null)==false) && (o1.equals(,...,...,...,
,1,FALSE,commons-collections4-4.1,org.apache.commons.collections4,Equator,@return whether the two objects are equal.,"/**
     * Evaluates the two arguments for their equality.
     * For the sake of illustration: This is a ""stringValue""
     * and this is a number: 42.
     *
     * @param o1 the first object to be equated.
     * @param o2 the second object to be equated.
     * @return whether the two objects are equal.
     */","boolean equate(T o1, T o2);","/**
 * An equation function, which determines equality between objects of type T.
 * <p>
 * It is the functional sibling of {@link java.util.Comparator}; {@link Equator} is to
 * {@link Object} as {@link java.util.Comparator} is to {@link java.lang.Comparable}.
 * </p>
 *
 * @param <T> the types of object this {@link Equator} can evaluate.
 * @since 4.0
 */",((o1==null)==false) && (o1.equals(,Unmodifiable,Class,[Unmodifiable; org.apache.commons.collections4],
,1,TRUE,commons-collections4-4.1,org.apache.commons.collections4,Equator,@return whether the two objects are equal.,"/**
     * Evaluates the two arguments for their equality.
     * For the sake of illustration: This is a ""stringValue""
     * and this is a number: 42.
     *
     * @param o1 the first object to be equated.
     * @param o2 the second object to be equated.
     * @return whether the two objects are equal.
     */","boolean equate(T o1, T o2);","/**
 * An equation function, which determines equality between objects of type T.
 * <p>
 * It is the functional sibling of {@link java.util.Comparator}; {@link Equator} is to
 * {@link Object} as {@link java.util.Comparator} is to {@link java.lang.Comparable}.
 * </p>
 *
 * @param <T> the types of object this {@link Equator} can evaluate.
 * @since 4.0
 */",((o1==null)==false) && (o1.equals(o2,),ClosingParenthesis,,"According to the grammar, a comma could go next. However, the ""equals"" method only accepts one argument"
,1,FALSE,commons-collections4-4.1,org.apache.commons.collections4,Equator,@return whether the two objects are equal.,"/**
     * Evaluates the two arguments for their equality.
     * For the sake of illustration: This is a ""stringValue""
     * and this is a number: 42.
     *
     * @param o1 the first object to be equated.
     * @param o2 the second object to be equated.
     * @return whether the two objects are equal.
     */","boolean equate(T o1, T o2);","/**
 * An equation function, which determines equality between objects of type T.
 * <p>
 * It is the functional sibling of {@link java.util.Comparator}; {@link Equator} is to
 * {@link Object} as {@link java.util.Comparator} is to {@link java.lang.Comparable}.
 * </p>
 *
 * @param <T> the types of object this {@link Equator} can evaluate.
 * @since 4.0
 */",((o1==null)==false) && (o1.equals(o2,.,Period,,
,1,TRUE,commons-collections4-4.1,org.apache.commons.collections4,Equator,@return whether the two objects are equal.,"/**
     * Evaluates the two arguments for their equality.
     * For the sake of illustration: This is a ""stringValue""
     * and this is a number: 42.
     *
     * @param o1 the first object to be equated.
     * @param o2 the second object to be equated.
     * @return whether the two objects are equal.
     */","boolean equate(T o1, T o2);","/**
 * An equation function, which determines equality between objects of type T.
 * <p>
 * It is the functional sibling of {@link java.util.Comparator}; {@link Equator} is to
 * {@link Object} as {@link java.util.Comparator} is to {@link java.lang.Comparable}.
 * </p>
 *
 * @param <T> the types of object this {@link Equator} can evaluate.
 * @since 4.0
 */",((o1==null)==false) && (o1.equals(o2),),ClosingParenthesis,,"According to the grammar, a period could go next. However, the ""equals"" method returns a boolean, which obviously doesn't have any public attributes nor methods"
,1,FALSE,commons-collections4-4.1,org.apache.commons.collections4,Equator,@return whether the two objects are equal.,"/**
     * Evaluates the two arguments for their equality.
     * For the sake of illustration: This is a ""stringValue""
     * and this is a number: 42.
     *
     * @param o1 the first object to be equated.
     * @param o2 the second object to be equated.
     * @return whether the two objects are equal.
     */","boolean equate(T o1, T o2);","/**
 * An equation function, which determines equality between objects of type T.
 * <p>
 * It is the functional sibling of {@link java.util.Comparator}; {@link Equator} is to
 * {@link Object} as {@link java.util.Comparator} is to {@link java.lang.Comparable}.
 * </p>
 *
 * @param <T> the types of object this {@link Equator} can evaluate.
 * @since 4.0
 */",((o1==null)==false) && (o1.equals(o2),#ERROR!,EqOperator,,
,1,FALSE,commons-collections4-4.1,org.apache.commons.collections4,Equator,@return whether the two objects are equal.,"/**
     * Evaluates the two arguments for their equality.
     * For the sake of illustration: This is a ""stringValue""
     * and this is a number: 42.
     *
     * @param o1 the first object to be equated.
     * @param o2 the second object to be equated.
     * @return whether the two objects are equal.
     */","boolean equate(T o1, T o2);","/**
 * An equation function, which determines equality between objects of type T.
 * <p>
 * It is the functional sibling of {@link java.util.Comparator}; {@link Equator} is to
 * {@link Object} as {@link java.util.Comparator} is to {@link java.lang.Comparable}.
 * </p>
 *
 * @param <T> the types of object this {@link Equator} can evaluate.
 * @since 4.0
 */",((o1==null)==false) && (o1.equals(o2),&&,LogicalOperator,,
,1,FALSE,commons-collections4-4.1,org.apache.commons.collections4,Equator,@return whether the two objects are equal.,"/**
     * Evaluates the two arguments for their equality.
     * For the sake of illustration: This is a ""stringValue""
     * and this is a number: 42.
     *
     * @param o1 the first object to be equated.
     * @param o2 the second object to be equated.
     * @return whether the two objects are equal.
     */","boolean equate(T o1, T o2);","/**
 * An equation function, which determines equality between objects of type T.
 * <p>
 * It is the functional sibling of {@link java.util.Comparator}; {@link Equator} is to
 * {@link Object} as {@link java.util.Comparator} is to {@link java.lang.Comparable}.
 * </p>
 *
 * @param <T> the types of object this {@link Equator} can evaluate.
 * @since 4.0
 */",((o1==null)==false) && (o1.equals(o2),||,LogicalOperator,,
,1,TRUE,commons-collections4-4.1,org.apache.commons.collections4,Equator,@return whether the two objects are equal.,"/**
     * Evaluates the two arguments for their equality.
     * For the sake of illustration: This is a ""stringValue""
     * and this is a number: 42.
     *
     * @param o1 the first object to be equated.
     * @param o2 the second object to be equated.
     * @return whether the two objects are equal.
     */","boolean equate(T o1, T o2);","/**
 * An equation function, which determines equality between objects of type T.
 * <p>
 * It is the functional sibling of {@link java.util.Comparator}; {@link Equator} is to
 * {@link Object} as {@link java.util.Comparator} is to {@link java.lang.Comparable}.
 * </p>
 *
 * @param <T> the types of object this {@link Equator} can evaluate.
 * @since 4.0
 */",((o1==null)==false) && (o1.equals(o2)),?,QuestionMark,,
,1,FALSE,commons-collections4-4.1,org.apache.commons.collections4,Equator,@return whether the two objects are equal.,"/**
     * Evaluates the two arguments for their equality.
     * For the sake of illustration: This is a ""stringValue""
     * and this is a number: 42.
     *
     * @param o1 the first object to be equated.
     * @param o2 the second object to be equated.
     * @return whether the two objects are equal.
     */","boolean equate(T o1, T o2);","/**
 * An equation function, which determines equality between objects of type T.
 * <p>
 * It is the functional sibling of {@link java.util.Comparator}; {@link Equator} is to
 * {@link Object} as {@link java.util.Comparator} is to {@link java.lang.Comparable}.
 * </p>
 *
 * @param <T> the types of object this {@link Equator} can evaluate.
 * @since 4.0
 */",((o1==null)==false) && (o1.equals(o2)),&&,LogicalOperator,,
